order_id;year;timestamp;month;channel;customer_type;customer_or_account_label;account_segment;raw_incoming_message;interpretability;mood_tags;bodily_need_tags;dietary_constraints;requested_quantity;requested_products;season_context;inventory_reference;inventory_pressure;fulfillment_status;substitution_required;pickup_delivery;route_zone;payment_terms;repeat_customer;receipt_base;thomas_internal_note;
MH-2025-12-5221;2025;2025-12-30 12:48;December;email;B2B account;Prenzlauer Berg Specialty Cafe;restaurant;"Standing order confirmation for 13.7 kg. We need delivery before 09:00; chef asks for lighter prep notes for the team.";mostly clear;low energy, sleep disruption;light digestion;gluten-free;13.7 kg;dried chanterelle, oyster mushroom, miso broth base;Winter;functional blend stock: dried porcini, oyster mushroom, dried chanterelle;high;substituted;yes;delivery;Friedrichshain;standing account invoice;yes;Winter dried mushroom-miso broth / holiday forest box;"preserve seasonal sentence for receipt; explain substitution plainly; holiday capacity tight";
MH-2025-12-5222;2025;2025-12-19 21:16;December;WhatsApp;B2B account;Yoga Retreat Kitchen;specialty coffee;Yoga Retreat Kitchen: Please keep our usual rhythm this week, 10.0 kg. Same seasonal direction unless forest availability changed.;mostly clear;dark season, quiet;cooling;lactose-free;10.0 kg;dried chanterelle, dried porcini, holiday forest blend;Winter;dried stock buffer + fresh rotation: holiday forest blend, dried chanterelle, miso broth base;high;fulfilled;no;delivery;Prenzlauer Berg;monthly invoice;yes;Winter dried mushroom-miso broth / holiday forest box;"preserve seasonal sentence for receipt; holiday capacity tight";
MH-2025-12-5223;2025;2025-12-22 10:24;December;phone note;Private customer;Sarah P.;gift order;Hey, same direction as last time if possible, but less strong. Quantity: small box.;clear;sleep disruption, need warmth;warmth without heaviness;vegan;small box;holiday forest blend, miso broth base;Winter;Polish shipment + local cultivated stock: dried porcini, oyster mushroom, dried chanterelle;medium;fulfilled;no;route drop;Kreuzberg;bank transfer;yes;Winter dried mushroom-miso broth / holiday forest box;"preserve seasonal sentence for receipt; holiday capacity tight";
MH-2025-12-5224;2025;2025-12-06 19:13;December;WhatsApp;Private customer;repeat customer;returning customer;Hi Thomas, can I get medium box for tomorrow evening? I feel need warmth and need something that does not sit too heavy. mostly plant-based;clear;quiet, low energy;restorative;mostly plant-based;medium box;dried chanterelle;Winter;functional blend stock: oyster mushroom, dried porcini, holiday forest blend;medium;rescheduled;no;pickup;delivery route east;transfer within 3 days;no;Winter dried mushroom-miso broth / holiday forest box;"watch delivery timing and storage capacity; holiday capacity tight";
MH-2025-12-5225;2025;2025-12-16 21:46;December;shared calendar note;Private customer;Sarah P.;returning customer;Hi Thomas, can I get 1.5 kg for tomorrow evening? I feel need warmth and need something that does not sit too heavy. gluten-free;clear;need warmth, low energy;focus support;gluten-free;1.5 kg;holiday forest blend;Winter;dried stock buffer + fresh rotation: oyster mushroom, holiday forest blend, dried porcini;high;fulfilled;no;route drop;Mitte;paid via webshop;no;Winter dried mushroom-miso broth / holiday forest box;"preserve seasonal sentence for receipt; holiday capacity tight";
MH-2025-12-5226;2025;2025-12-14 09:28;December;shared calendar note;B2B account;Restaurant Pure;restaurant;Please reduce by 15% this week due to bookings/heat, but keep the same mood profile. Baseline noted as 28.0 kg.;clear;need warmth, sleep disruption;low-stimulation;no garlic;28.0 kg;dried chanterelle;Winter;dried stock buffer + fresh rotation: oyster mushroom, holiday forest blend, dried porcini;high;fulfilled;no;early delivery;Prenzlauer Berg;invoice end of month;yes;Winter dried mushroom-miso broth / holiday forest box;"repeat client expects continuity; holiday capacity tight";
MH-2025-12-5227;2025;2025-12-05 17:18;December;email;B2B account;Prenzlauer Berg Specialty Cafe;hotel kitchen;Menu planning: can you hold 3.4 kg around miso broth base profile for next week? Please include substitution options if Polish shipment is late.;clear;sleep disruption, need warmth;grounding;lactose-free;3.4 kg;dried porcini, oyster mushroom, holiday forest blend;Winter;dried stock buffer + fresh rotation: miso broth base, oyster mushroom, dried chanterelle;high;fulfilled;yes;delivery;Wedding;standing account invoice;yes;Winter dried mushroom-miso broth / holiday forest box;"profile already in account sheet; holiday capacity tight";
MH-2025-12-5228;2025;2025-12-31 19:59;December;phone note;Private customer;Marta S.;mood box;Web note: Mushroom Mood Today — feeling dark season. Please choose from what is actually good this week. Need 5 portions.;mostly clear;low energy, sleep disruption;grounding;mostly plant-based;5 portions;miso broth base, dried chanterelle;Winter;functional blend stock: dried porcini, oyster mushroom, dried chanterelle;medium;fulfilled;no;route drop;Friedrichshain;transfer within 3 days;yes;Winter dried mushroom-miso broth / holiday forest box;"preserve seasonal sentence for receipt; holiday capacity tight";
MH-2025-12-5229;2025;2025-12-19 18:15;December;WhatsApp;Private customer;Ania B.;returning customer;Hi Thomas, can I get 4 portions for Friday? I feel quiet and need something that does not sit too heavy. vegan;mostly clear;sleep disruption, dark season;focus support;vegan;4 portions;dried chanterelle, holiday forest blend;Winter;dried stock buffer + fresh rotation: dried chanterelle, oyster mushroom, miso broth base;high;fulfilled;yes;route drop;Wedding;transfer within 3 days;no;Winter dried mushroom-miso broth / holiday forest box;"repeat client expects continuity; holiday capacity tight";
MH-2025-12-5230;2025;2025-12-21 18:18;December;WhatsApp;Private customer;Lukas N.;gift order;Hello, do you have miso broth base available? I am cooking for 4 portions. Can I come by bike?;needs follow-up;quiet, sleep disruption;cooling;gluten-free;4 portions;dried porcini;Winter;dried stock buffer + fresh rotation: dried porcini, miso broth base, dried chanterelle;high;partial;yes;pickup;Wedding;transfer within 3 days;yes;Winter dried mushroom-miso broth / holiday forest box;"watch delivery timing and storage capacity; mark inventory pressure for next week; holiday capacity tight";
MH-2025-12-5231;2025;2025-12-03 09:07;December;shared calendar note;B2B account;Cafe Sonnenweg;cafe/brunch;"Standing order confirmation for 25.1 kg. We need delivery before 10:00; chef asks for lighter prep notes for the team.";mostly clear;sleep disruption, quiet;low-stimulation;none stated;25.1 kg;dried chanterelle, miso broth base, oyster mushroom;Winter;dried stock buffer + fresh rotation: dried porcini, miso broth base, holiday forest blend;very high;partial;yes;kitchen drop-off;delivery route east;bank transfer after delivery;yes;Winter dried mushroom-miso broth / holiday forest box;"watch delivery timing and storage capacity; mark inventory pressure for next week; holiday capacity tight";
MH-2025-12-5232;2025;2025-12-24 10:36;December;webshop note;B2B account;Bistro Neukölln;specialty coffee;Menu planning: can you hold 19.5 kg around dried chanterelle profile for next week? Please include substitution options if Polish shipment is late.;needs follow-up;low energy, dark season;grounding;sensitive stomach;19.5 kg;dried chanterelle, holiday forest blend, dried porcini;Winter;functional blend stock: dried chanterelle, oyster mushroom, holiday forest blend;very high;partial;yes;early delivery;Neukölln;standing account invoice;yes;Winter dried mushroom-miso broth / holiday forest box;"watch delivery timing and storage capacity; mark inventory pressure for next week; holiday capacity tight";
MH-2025-12-5233;2025;2025-12-04 20:10;December;WhatsApp;Private customer;Lukas N.;event dinner;Web note: Mushroom Mood Today — feeling dark season. Please choose from what is actually good this week. Need medium box.;clear;sleep disruption, need warmth;warmth without heaviness;no onions;medium box;holiday forest blend;Winter;functional blend stock: oyster mushroom, dried chanterelle, dried porcini;very high;fulfilled;yes;route drop;Prenzlauer Berg;bank transfer;yes;Winter dried mushroom-miso broth / holiday forest box;"keep knowledge note concise; holiday capacity tight";
MH-2025-12-5234;2025;2025-12-13 21:59;December;standing account email;B2B account;Hotel am Stein;cafe/brunch;Please reduce by 25% this week due to bookings/heat, but keep the same mood profile. Baseline noted as 9.4 kg.;clear;dark season, sleep disruption;restorative;no garlic;9.4 kg;miso broth base, dried chanterelle, dried porcini;Winter;dried stock buffer + fresh rotation: oyster mushroom, dried chanterelle, holiday forest blend;high;fulfilled;yes;kitchen drop-off;pickup at workshop;standing account invoice;new in trial;Winter dried mushroom-miso broth / holiday forest box;"keep knowledge note concise; holiday capacity tight";
MH-2025-12-5235;2025;2025-12-23 12:53;December;WhatsApp;B2B account;Restaurant Pure;restaurant;"Standing order confirmation for 6.0 kg. We need delivery before 09:00; chef asks for lighter prep notes for the team.";clear;low energy, dark season;restorative;mostly plant-based;6.0 kg;holiday forest blend, dried porcini;Winter;mature supplier network: holiday forest blend, dried porcini, dried chanterelle;high;fulfilled;yes;kitchen drop-off;Charlottenburg;monthly invoice;yes;Winter dried mushroom-miso broth / holiday forest box;"repeat client expects continuity; holiday capacity tight";
MH-2025-12-5236;2025;2025-12-23 17:39;December;email;Private customer;Marta S.;event dinner;Hello, do you have dried porcini available? I am cooking for same as last time. Pickup after work possible?;clear;low energy, dark season;easy evening food;none stated;same as last time;oyster mushroom, holiday forest blend, dried porcini;Winter;Polish shipment + local cultivated stock: dried porcini, holiday forest blend, dried chanterelle;medium;rescheduled;no;market handoff;pickup at workshop;cash on pickup;unknown;Winter dried mushroom-miso broth / holiday forest box;"keep knowledge note concise; holiday capacity tight";
MH-2025-12-5237;2025;2025-12-02 19:19;December;email;B2B account;Prenzlauer Berg Specialty Cafe;catering/yoga retreat;Menu planning: can you hold 20.3 kg around oyster mushroom profile for next week? Please include substitution options if Polish shipment is late.;mostly clear;need warmth, quiet;easy evening food;vegan;20.3 kg;holiday forest blend, oyster mushroom, dried porcini;Winter;Polish shipment + local cultivated stock: dried porcini, miso broth base, oyster mushroom;high;fulfilled;yes;standing route drop;Prenzlauer Berg;standing account invoice;yes;Winter dried mushroom-miso broth / holiday forest box;"preserve seasonal sentence for receipt; holiday capacity tight";
MH-2025-12-5238;2025;2025-12-29 18:17;December;standing account email;B2B account;Prenzlauer Berg Specialty Cafe;restaurant;Prenzlauer Berg Specialty Cafe: Please keep our usual rhythm this week, 9.5 kg. Same seasonal direction unless forest availability changed.;clear;sleep disruption, quiet;low-stimulation;vegan;9.5 kg;dried chanterelle;Winter;Polish shipment + local cultivated stock: dried chanterelle, holiday forest blend, dried porcini;high;fulfilled;yes;delivery;Wedding;bank transfer after delivery;yes;Winter dried mushroom-miso broth / holiday forest box;"keep knowledge note concise; holiday capacity tight";
MH-2025-12-5239;2025;2025-12-25 09:24;December;standing account email;B2B account;Bistro Neukölln;catering/yoga retreat;Bistro Neukölln: guest feedback strong on the current mix. Add a short seasonal line for the menu card if possible. Quantity 23.3 kg.;mostly clear;quiet, low energy;low-stimulation;vegetarian;23.3 kg;dried porcini, holiday forest blend, oyster mushroom;Winter;functional blend stock: dried chanterelle, dried porcini, holiday forest blend;very high;partial;yes;early delivery;Mitte;bank transfer after delivery;yes;Winter dried mushroom-miso broth / holiday forest box;"repeat client expects continuity; mark inventory pressure for next week; holiday capacity tight";
MH-2025-12-5240;2025;2025-12-11 13:15;December;webshop note;B2B account;Friedrichshain Bistro;cafe/brunch;Friedrichshain Bistro: Please keep our usual rhythm this week, 18.3 kg. Same seasonal direction unless forest availability changed.;clear;need warmth, low energy;warmth without heaviness;lactose-free;18.3 kg;holiday forest blend, dried porcini, dried chanterelle;Winter;Polish shipment + local cultivated stock: holiday forest blend, dried chanterelle, oyster mushroom;high;partial;yes;delivery;Köpenick;invoice end of month;yes;Winter dried mushroom-miso broth / holiday forest box;"repeat client expects continuity; offer equivalent texture rather than same species; holiday capacity tight";
MH-2025-12-5241;2025;2025-12-04 17:14;December;webshop note;Private customer;Clara M.;event dinner;Web note: Mushroom Mood Today — feeling dark season. Please choose from what is actually good this week. Need same as last time.;clear;need warmth, dark season;grounding;gluten-free;same as last time;oyster mushroom, miso broth base, dried chanterelle;Winter;standing B2B allocation: dried chanterelle, miso broth base, holiday forest blend;high;fulfilled;no;evening pickup;Mitte;transfer within 3 days;no;Winter dried mushroom-miso broth / holiday forest box;"watch delivery timing and storage capacity; holiday capacity tight";
