record_id,date,time,weather,season,clean_message,source_file
1404,2012-01-15,10:08,Light fog,Winter,"Contact form: ""Sunday, feeling empty, need something gentle."" They are vegan and ask if you can avoid very intense herbs. You reply yes and suggest pickup around 17:00.",mushroom_Orders_v1.rtf
1405,2012-01-17,07:54,Low clouds,Winter,"Email: person asks how to describe their ""mood"" for your service, says they are confused but curious. They want to try for one dinner, vegetarian. You explain briefly what kind of notes help and offer Friday pickup.",mushroom_Orders_v1.rtf
1406,2012-01-18,11:32,Weak sun,Winter,"Old acquaintance writes: ""Heard you started a mushroom thing, can I test something small for my partner and me."" They say they don't eat meat but are okay with dairy. You agree and propose a modest box for Saturday.",mushroom_Orders_v1.rtf
1407,2012-01-20,09:19,Grey drizzle,Winter,"Email from someone in Prenzlauer Berg: asks if you can meet near a U-Bahn station with a small box on your way back from the forest. They want around 500g, vegetarian. You answer that you can meet at 18:15 at Eberswalder Stra 'dfe exit.",mushroom_Orders_v1.rtf
1408,2012-01-22,10:51,Overcast,Winter,"Contact form: ""Not sure what I need, just had a hard week."" They ask for enough for two small meals, no garlic. You confirm and set a pickup window for tomorrow evening.",mushroom_Orders_v1.rtf
1409,2012-01-24,08:06,Light snow,Winter,"SMS from returning customer: ""Can I repeat my last order, same size, same notes."" They only clarify again ""no onions please."" You reply ""ok, same as last time, ready after 19:00.""",mushroom_Orders_v1.rtf
1410,2012-01-26,09:44,Grey sky,Winter,"Email: someone wants to gift ""a mushroom box"" to a friend who is vegetarian. They ask if the friend can contact you directly to describe their situation. You agree and wait for the friend's email.",mushroom_Orders_v1.rtf
1411,2012-01-27,07:38,"Freezing, clear",Winter,"New customer writes that they've had trouble eating and want just a ""tiny"" amount. They say they might not finish a full portion. You respond that you can assemble a very small, low-commitment box for Sunday.",mushroom_Orders_v1.rtf
1412,2012-01-29,11:15,Light fog,Winter,"Contact form: ""Weekend almost over, anything left for a small box?"" They mention they are mostly plant-based and feel a bit unfocused. You say you can put together one last small mix if they come within two hours.",mushroom_Orders_v1.rtf
1413,2012-01-30,08:22,Grey drizzle,Winter,"Email: customer who ordered last week says they felt better and wants to repeat, but every two weeks instead of weekly. They request the same style, same budget. You note ""bi-weekly"" next to their name.",mushroom_Orders_v1.rtf
1414,2012-01-31,10:02,Overcast,Winter,"Short SMS: ""I forgot to order earlier, is anything possible tonight?"" They only need enough for one dinner. You reply that today is already full and suggest they write again for Thursday.",mushroom_Orders_v1.rtf
1415,2012-02-01,08:09,Low grey,Winter,Email from a previous January customer: they ask for the same quantity as before but no dairy this time. They say their body felt heavy last time. You confirm the change and schedule pickup for Friday.,mushroom_Orders_v1.rtf
1416,2012-02-02,11:27,Light snow,Winter,"New inquiry: ""Can you ship to Munich?"" They want to send a box to their sister. You explain you only provide local pickup around Berlin at the moment.",mushroom_Orders_v1.rtf
1417,2012-02-03,09:14,"Freezing, clear",Winter,"Contact form: ""Feeling tired, want something simple for two dinners."" Vegetarian, no further detail. You assemble a medium box and email back with pickup time.",mushroom_Orders_v1.rtf
1418,2012-02-04,10:41,Grey sky,Winter,"SMS from Neukölln number: ""Could you maybe bring a small bag to Hermannplatz if you pass by?"" They mention working until late. You reply that today you're not going that route and ask if they can come tomorrow instead.",mushroom_Orders_v1.rtf
1419,2012-02-05,12:06,Light fog,Winter,"Email: ""Sunday, I can finally breathe. Anything left?"" They want a small portion, vegan, pickup early evening. You confirm and reserve a box.",mushroom_Orders_v1.rtf
1420,2012-02-07,08:01,Low clouds,Winter,"Contact form: ""I heard you adapt to mood, I feel extremely restless today."" They ask for enough for 1–2 meals and say they don't eat meat. You agree and propose Wednesday evening pickup.",mushroom_Orders_v1.rtf
1421,2012-02-08,11:49,Grey drizzle,Winter,"Short email: repeat customer says last week's quantity was too little. They ask to add ""a bit more, not double, but more."" You adjust their box size and confirm.",mushroom_Orders_v1.rtf
1422,2012-02-09,09:31,Light snow,Winter,"SMS: ""Just wanted to say yesterday's bag was perfect size."" They ask if you could do the same next Thursday. You note ""copy last order"" on that date.",mushroom_Orders_v1.rtf
1423,2012-02-10,08:15,Overcast,Winter,"New email: ""Hi, I'm curious but broke, can I get something for 8 EUR?"" They mention it's for one meal only. You respond that you can assemble a very small box within that budget.",mushroom_Orders_v1.rtf
1424,2012-02-11,10:54,Grey sky,Winter,"Contact form: ""Girlfriend feeling shaky, want to surprise her with your box."" They ask for enough for two people, vegetarian, pickup tonight. You accept and block stock.",mushroom_Orders_v1.rtf
1425,2012-02-12,11:29,Light fog,Winter,"SMS: ""The portion yesterday was too big, we still have leftovers."" They ask if it's okay to wait two weeks before ordering again. You reply that's fine and remind them to note how they feel next time.",mushroom_Orders_v1.rtf
1426,2012-02-14,07:47,Grey drizzle,Winter,"Email: couple wants ""something gentle"" for tonight, no meat, no alcohol-based ingredients. They're not sure about quantity. You suggest a medium-sized box and propose pickup at 19:00.",mushroom_Orders_v1.rtf
1427,2012-02-15,09:58,Low clouds,Winter,"Contact form: ""Feel a bit scattered, not sure what I need."" They ask for a small box, no garlic. You confirm and give them your address details.",mushroom_Orders_v1.rtf
1428,2012-02-16,08:36,Light snow,Winter,"SMS from recurring contact: ""Can we cancel tonight, something came up."" They ask if you can shift the same order to Sunday. You agree and move it in your notes.",mushroom_Orders_v1.rtf
1429,2012-02-18,11:07,Grey sky,Winter,"Email: ""Long week, I just want something steady for two dinners."" Vegetarian, 20 EUR budget. You reply that you can cover that and suggest 18:30–19:00 pickup.",mushroom_Orders_v1.rtf
1430,2012-02-19,10:21,Light fog,Winter,"Contact form: ""Just me at home today, small appetite."" They request a tiny box, vegan. You say you can squeeze one in if they come before 17:00.",mushroom_Orders_v1.rtf
1431,2012-02-21,08:03,Low grey,Winter,"Email: repeat customer tries to set a weekly Tuesday rhythm but says they might skip some weeks. They ask if that's okay with you. You answer that flexible weekly is fine, just to email by Monday night.",mushroom_Orders_v1.rtf
1432,2012-02-22,10:46,Grey drizzle,Winter,"Short message: ""Last Tuesday's box was a bit intense, can we have a calmer version today."" They are vegetarian and want same size. You adapt and confirm.",mushroom_Orders_v1.rtf
1433,2012-02-23,08:55,Overcast,Winter,"SMS: ""Any chance of delivery to my office near Ostbahnhof?"" They want a small box but can't leave early. You answer you don't deliver yet and suggest early-morning pickup another day.",mushroom_Orders_v1.rtf
1434,2012-02-24,09:39,Light snow,Winter,Email: new customer from Friedrichshain wants to try a one-time box for two and asks about price range. You reply with a simple estimate and suggest Sunday afternoon pickup.,mushroom_Orders_v1.rtf
1435,2012-02-26,11:18,Grey sky,Winter,"Contact form: ""Hangover, low energy, need something light."" They ask for one portion, vegan. You assemble a small bag and send pickup instructions.",mushroom_Orders_v1.rtf
1436,2012-02-28,08:24,Low clouds,Winter,"Email: previous buyer wants to move their weekly idea to ""whenever you have time."" They ask you to suggest dates. You reply that you prefer if they message on weeks they want a box.",mushroom_Orders_v1.rtf
1437,2012-02-29,10:53,Grey drizzle,Winter,"SMS: ""Leap day, why not try your mushrooms."" They ask for any leftover small portion after other orders. You say you have a tiny box left and give them a pickup time.",mushroom_Orders_v1.rtf
1438,2012-03-01,08:05,Light rain,Spring,"Email: someone writes, ""I saw your card at a yoga studio, can I try a small mood-based box."" They describe feeling nervous and say they're vegetarian. You confirm for tomorrow evening.",mushroom_Orders_v1.rtf
1439,2012-03-02,09:47,Grey clouds,Spring,"Contact form: ""For two, quiet Friday night, no meat."" They ask you to decide the quantity, around 20 EUR. You agree and set pickup around 19:30.",mushroom_Orders_v1.rtf
1440,2012-03-03,10:58,Weak sun,Spring,"SMS: ""Yesterday was great, can we repeat next week same time."" They mention they liked the size. You write ""same as 2.3"" in your notebook.",mushroom_Orders_v1.rtf
1441,2012-03-04,11:41,Overcast,Spring,"Email: ""Sunday, low mood, need something simple but not heavy."" They want enough for two small meals, vegan. You confirm pickup for late afternoon.",mushroom_Orders_v1.rtf
1442,2012-03-06,08:12,Grey drizzle,Spring,"Contact form: ""I'm curious but scared to waste food, can I get a very small box."" They say they eat everything except meat. You offer a test box for 10 EUR for Thursday.",mushroom_Orders_v1.rtf
1443,2012-03-07,10:36,Low clouds,Spring,SMS: recurring customer says they won't take a box this week because they still have leftovers. They apologize for short notice. You reply that it's okay and adjust quantities.,mushroom_Orders_v1.rtf
1444,2012-03-08,09:29,Light rain,Spring,Email: new person from Wedding asks if you can meet them near Gesundbrunnen station after work. They want a small vegetarian box. You answer that your route doesn't pass there this week and suggest they come to Kreuzberg instead.,mushroom_Orders_v1.rtf
1445,2012-03-09,08:01,Grey sky,Spring,"Contact form: ""I don't know much about mushrooms, just want something not scary."" They ask for one safe box, no strong bitterness. You confirm and note ""keep it simple.""",mushroom_Orders_v1.rtf
1446,2012-03-10,11:14,Weak sun,Spring,"SMS: ""Can we get enough for 4 people tonight, friends visiting."" They say one person is vegan. You reply that you can prepare a larger box if they come by 18:00.",mushroom_Orders_v1.rtf
1447,2012-03-11,10:17,Light fog,Spring,"Email: yesterday's group writes that it was a bit too much; they ask you to lower next time. They also say they liked the idea of mood-based selection. You log ""reduce quantity for group.""",mushroom_Orders_v1.rtf
1448,2012-03-13,08:25,Grey drizzle,Spring,"Contact form: ""Feel very tired, only me this week."" They request one very small box, vegan. You say you can make a mini portion for Wednesday evening.",mushroom_Orders_v1.rtf
1449,2012-03-14,10:52,Low clouds,Spring,"SMS: returning customer wants ""same as last time plus a bit more."" They've brought a friend into the idea. You confirm and bump up the weight slightly.",mushroom_Orders_v1.rtf
1450,2012-03-15,09:06,Light rain,Spring,"Email: someone asks vaguely for ""anything that fits rainy day mood,"" doesn't state how many people. You reply asking if it's for one or more before you commit. They answer it's for two dinners for one person.",mushroom_Orders_v1.rtf
1451,2012-03-16,08:19,Grey sky,Spring,"Contact form: ""I'm not sure if this is too weird, but my therapist mentioned you."" They want a very small test box. You accept and propose Saturday late afternoon pickup.",mushroom_Orders_v1.rtf
1452,2012-03-17,11:02,Weak sun,Spring,"SMS: customer from therapist referral is late and asks if 19:30 is still okay. You confirm and ask them to text when they are outside. They reply with a short ""Danke.""",mushroom_Orders_v1.rtf
1453,2012-03-18,10:27,Overcast,Spring,"Email: person from Prenzlauer Berg says they want to start a Sunday routine ""if you can handle it."" They suggest every second Sunday, one small vegetarian box. You agree but emphasize flexible timing.",mushroom_Orders_v1.rtf
1454,2012-03-20,08:04,Grey drizzle,Spring,"Contact form: ""Need something to avoid takeout this week, two small dinners, vegan."" They ask if Wednesday is too late to order. You reply that Wednesday is still fine if they confirm now.",mushroom_Orders_v1.rtf
1455,2012-03-21,10:41,Low clouds,Spring,"SMS: a customer asks to cancel because of sudden travel. They want to move their order to ""anytime next week."" You note ""cancelled, reschedule"" without a set date.",mushroom_Orders_v1.rtf
1456,2012-03-22,09:33,Light rain,Spring,"Email: ""Can I pick up at 21:00, I work late."" They want one small box, vegetarian. You say yes, but ask them not to ring after 21:15.",mushroom_Orders_v1.rtf
1457,2012-03-23,08:09,Grey sky,Spring,"Contact form: ""It's payday, I can afford a bigger box."" They ask for enough for three people, no dietary restrictions. You assemble a larger selection and confirm.",mushroom_Orders_v1.rtf
1458,2012-03-24,11:36,Weak sun,Spring,"SMS: ""Can we get the same as yesterday but half size, too much for us."" They say they liked the selection. You agree to reduce for next time.",mushroom_Orders_v1.rtf
